,description,note
2136,Bonjour  Contraint dannuler notre nuit au sein de cet établissement suite au décès du petit garçon de notre collègue déplacement professionnel lhôtel a consenti au remboursement dune chambre sur les  ben oui une seule des  personnes est en deuil  Quelle tristesse de voir si peu de compassion et autant de manque de tact Je vous souhaite de ne jamais vivre ce type dévènement au sein de votre équipe,6
2137,Hôtel très propre très bien situé et la gentillesse du personnel a été très appréciée ,10
2138,Personnel très agréable Équipement à revoir câble TV pour avoir une image nette miroir salle de bains absent au dessus d’une des  vasques et câbles électriques apparents il manque aussi une tablette pour déposer ses affaires sur la  eme vasque miroir grossissant fissuré  Chambre au  très calme mais pas beaucoup de vue du coup  Pour une nuit fait très bien l’affaire ,8
2139,Early checkin was most appreciated Reception person was pleasant and efficient,10
2140,TRES BONNE SITUATION ET PERSONNEL CHARMANT,8
2141,Luggage staff are very helpful They helped us moving all the boxes and suitcases As most hotels in Paris it uses a historical building My phone cant get any G signal in hotel rooms due to the super solid construction material But WIFI is free Getting your car to the front door is a bit challenging Besides aggressive driving style in Paris it is a oneway street in front of the hotel and private cars cant get to the entrance of this street Only public transportation is allowed on entrance end of this oneway street Very strange design by the transportation authority of Paris You have to back into this street from the end towards the beginning which is moving against the oneway as well ,8
2142,Accueil très courtois et attentionné ,10
2143,Tres bien situé  nous avons choisi le parking place vendome pour notre voiture et pouvoir profiter du quartier L hotel est parfait et le service  étoiles Restaurants proches et bars rue de rivoli,10
2144,L’hôtel est bien placé dans Paris mais la prestation est très moyenne… La chambre sentait les égouts et les toilettes et les murs sont vraiment très très fins ,6
2145,,8
2146,Hôtel propre et confortable Chambre petite mais relativement bon rapport qualité prix Quartier agréable,8
2147,Sortir de lhôtel pour prendre le petit déjeuner,8
2148,Très bon séjour dans cet hôtel Les chambres ont été rénovées Le hall d’accueil mériterait aussi un rafraîchissement ,10
2149,Réception ouverte  très bon point Cependant chambre minuscule ascenseur en panne hygiène plus que limite ambiance de guérilla dans le quartier…,4
2150,Beaucoup trop bruyant  très petit,2
2151,Hôtel très calme  bien situé  proche des ChampsÉlysées et du métro  le petit déjeuner est très bon  La chambre propre et spacieuse  nous avons eu la chance d’être surclassés   Tout était parfait ,10
2152,Emplacement idéal cœur du triangle dor  calme exceptionnel silence absolu chambres de dimensions assez réduites  mais suffisantes pour affaires  ambiance cocooning ,10
2153,Hotel au extérieur agréable mais létat de la chambre etait assez sale moquette tâcher poussière non faite ,10
2154,Hôtel très agreable Chambres et parties communes finement décorées Personnel très poli Un peu bruyant à l extérieur et il faisait très chaud besoin de la Clim en octobre ,10
2155,très bon séjour personnel impeccable sur tous les points je recommande ,10
2156,Très bonne situation géographique de cet hôtel proche des grands magasins à Haussmann mais aussi de la gare saint lazare  Le personnel est à l’écoute de la clientèle ,10
2157,Hôtel très propre sympa bien placé ambiance feutrée accueil très souriant En déplacement professionnel cétait TOP Très calme absolument rien à reprocher ,10
2158,Acceuil et service de qualité,10
2159,Chambre confortable spacieuse avec sdb moderne Calme et lumineux Attention au check in  caution obligatoire de € a verser par cbespèces,10
2160,Hôtel calme accueil impeccable  collation disponible à toute heure,10
2161, ,8
2162,Nous avons passé un excellent séjour à lhôtel Rochechouart et ceci dès lenregistrement Lesprit années folles nous a conquis et le personnel est prévenant et aux petits soins La literie est top la salle de bain magnifique et pratique à la fois Bref nous y reviendrons sans aucun doute,10
2163,Très bel hôtel la chambre était spacieuse ainsi que la salle de bain L’esthétique est simplement sublime Le choix des matières confère un luxe simple et élégant qui rend le séjour fort agréable,10
2164,Tout parfait comme dhabitude ,10
2165,Très bon séjour,10
2166,Joli hôtel la suite junior pour  est cependant un peu étroite et un peu sombre le soir  La vue du bar sur le toit est à couper le souffle ,10
2167,Très bel hôtel personnel adorable hâte de profiter pleinement   restaurant terrasse etc,10
2168,Chambres propres mais un peu petite Emplacement super En plein milieu de plusieurs resto et café,8
2169,Douche très petite dimension ,8
2170,Hôtel avec un emplacement idéal Accueil chaleureux Bon petit déjeuner Bon rapport qualité prix Je recommande,8
2171,Bien situépropre et serviable Confortable egalement Parfait pour le weekend ,10
2172,On a eu la bonne idée de prendre le supplément avec vue et on a eu Paris à nos pieds Hôtel coquet Petit déjeuner correct,8
2173,Hotel bien situé etat général des chambres par rapport au prix nest pas en adéquation petit déjeuner cher et quelconque Bon accueil ,8
2174,Location de l’hotel  Tres pratique pour l’opera  les grands magasins la gare st Lazare et les ambassades Usa Uk et le palais de l’elysée L’hotel le meilleur marché dans le quartier,10
2175,Hotel un peu vétuste mais propre Dommage que la femme de chambre soit venu me deranger  fois dans la matinee La chambre ne fermé pas a cles de lintérieur Chambre tres mal isolé on entend tout ce quil se passe dans le couloir ,6
2176,Séjour correct  Personnel trés accueillant et trés disponible  Mais je suis tombé sur une chambre usagée et fatiguée à la déco surrannée et sans doubles rideaux  Néanmoins propre ,4
2177,Excellent séjour Hôtel familial avec un gérant au petit soin pour ses clients Très bien situé au cœur de Paris et tarif très abordable ,10
2178,Très bon accueil ,8
2179,Très bel hotel endroit très calme et super,10
2180,Surprise  négativement par la chambre en comparaison des photos  Système informatique obsolète  Excellent emplacement  Dommage  heureusement que j ai bénéficié de mes prix secrets ,6
2181,Hôtel très bien placé dans un beau quartier animé et sécurisé Avec des restaurants autour très bien placés  Concierge professionnel et sympathique Petit déjeuner correct  Tout le personnel est attentionné et compétent Nous reviendrons sûrement ,10
2182,Emplacement parfait pour rayonner dans le eme et le eme ,10
2183,Séjour dans le cadre d’un événement corporate situation et quartier très agréable ,10
2184,Great ,10
2185,Nous avions la chambre duplex Espace confort déco tout était parfait,10
2186,Hôtel très agréablepersonnel très gentildu thé dans la chambre et ce serait parfait ,10
2187,Exceptionnel Accueil parfait chambres incroyables Très bel hôtel,10
2188,Super friendly staff great location and very modern room,10
2189,Great location very good size room very friendly stuff the free goûté in the afternoon was a plus but the carpets in the room were rather filthy  unhygienic… Also there was no warm water one night ,8
2190,Bien situé  pratique acceuil agréable le  buffet grinignotage de laprem est un plus appreciable  bonne litterie Reste relativement bruyant avec un défaut dinsonorisation entre les chambres Des boules quies peuvent faire l affaire donc je recommande quand même ,8
2191,Rien à redire Chambre et hôtel conforme au descriptif  Très belle chambre,8
2192,Hotel très  bien tenuNous avions une chambre premium spacieuse et très calme comme le quartier Personnel très aimable Très s propre et confortable ,10
2193,Tout était parfait de l’accueil au petit déjeuner  L’emplacement était aussi très bien,10
2194,The best hotel I been since a long time   Room was clean Staff was amazing always there to help  We had the family room Wonderfull for  parents and  teenagers  Can walk min to Eiffel Tower min to subway a lot of little store around grocery very useful for the teenagers  I strongly recommend it  We spend  night to this hotel the trip was amazing  Thanks again to the staff of Cadran ,10
2195,L’attitude de personnels est impeccable Sabrina et Élise sont très respectueuses aidantes et pro dans leurs affaires ,10
2196,Lieu confort des lits équipements personnels ,10
2197,AUCUNE MESURE BARRIERE INSTAUREE NOTAMMENT LORS DU PETIT DEJEUNER  CHAMBRE TRES PETITE EMPLACEMENT IDEAL MAIS BE VAUT PAS LE PRIX,6
