,rating,description
4,8/10 Très bien,"
Bon accueil.Chaleureux. Impossible d’utiliser la douche flexible et le sèche-cheveux en panne "
5,8/10 Très bien,
6,6/10 Bien,Bon séjour dans l'ensemble. Extrême amabilité des dames qui font les chambres et le petit déjeuner ... ce n'est pas le cas de tout le monde ! L'hôtel a vraiment besoin d'être isolé phoniquement ... C'est pourquoi nous n'y retournerons pas. 
7,8/10 Très bien,"Hôtel très sympa. Le quartier est idéal si vous souhaitez découvrir Paris en flânant. 
Le seul point négatif, notre chambre était vraiment très petite. "
8,8/10 Très bien,"Situtation proche du RER B en provenance de CDG, proche du Jardin du Luxembourg, proche de St Germain des pres, proche de douzaines de restaurants y compris 8 asaiatiques."
9,10/10 Exceptionnel,
0,8/10 Très bien,
1,6/10 Bien,"Cet hôtel ne vaut pas un 3 étoiles.
Les lampes et le miroir pas droits. La porte des wc ne ferme pas à clé.Le livret de l'hôtel très vieillot. Bouilloire et sucre mais pas de café.Très mal insonorisé chambres et extérieurs.
Le plus que j'ai apprécié c'est le balcon très sympa.
Et le quartier super 10 mins à pied de Montmartre 👍."
2,2/10 Médiocre,"Attention propreté laisse a désirer... Odeur de moisi dans la chambre infiltration d eau , propreté laissant a désirer cheveux dans les lits sur le sol de la salle de bains la moquette de la chambre très sale au point de ne pas marcher pieds nue dessus ... Une honte que ce type d hébergement soit sur hôtel .com.
Nous avons signalé des le matin au réveil (prise possession tard de la chambre avec des enfants)  on nous a changé de chambre sans discuter pour une autre guerre mieux mais sans odeur. Le seul point positif l emplacement de l hôtel."
3,6/10 Bien,chambre antidaté
4,6/10 Bien,
5,6/10 Bien,"Court séjour
Accueil agréable
Chambre familiale un peu petite.
Salle de bain très étroite

Service petit déjeuner pas terrible.
La serveuse ne fait aucun sourire. On a l'impression d'être surveillé.
Vous avez le droit à un petit bout de pain, 1 mini croissant,et 1mini viennoiserie....pas un morceau de pain en plus, ni de viennoiseries non plus, alors que l'on paye 11€/personne !
 La serveuse attend que vous finissiez de manger, en s'asseyant a côté du buffet, et en regardant son portable ! 

Je vous conseille donc de déjeuner le matin à un autre endroit... "
6,8/10 Très bien,
7,8/10 Très bien,
8,10/10 Exceptionnel,
9,8/10 Très bien,
0,8/10 Très bien,
1,8/10 Très bien,
2,8/10 Très bien,"Idéalement placé pour les ballades en ville. 
Chambre confortable. 
Juste un bémol sur la salle de bain avec la chasse d'eau cassée et un spot démonté. "
3,8/10 Très bien,
4,8/10 Très bien,"This charming little hotel is in a perfect location for walking to great restaurants, museums, and other attractions in Paris.  The rooms are small but very comfortable and quiet, and the staff could not be nicer and more helpful!  I would certainly stay here again."
5,10/10 Exceptionnel,"Hôtel très bien situé, très propre et personnel au petit soin ! Séjour très agréable allez y les yeux fermés 😊"
6,6/10 Bien,Un bel accueil et un hôtel bien placé au centre de Paris. Le bémol porte sur la literie et le confort général de la chambre. 
7,8/10 Très bien,
8,10/10 Exceptionnel,"Un hôtel magnifique avec un accueil très chaleureux. On s'y sent très bien. Impeccable, très calme et très bien placé. "
9,10/10 Exceptionnel,Séjour parfait avec un personnel très professionnel et sympathique. Chambres grandes et hôtel idéalement situé.
0,10/10 Exceptionnel,"Idéalement situé pour visiter Paris, cartier calme et sécurisé. Tout à proximité. Personnel agréable et professionnel. "
1,6/10 Bien,
2,10/10 Exceptionnel,"Agréable sejour en famille, à 10 min à pied  de la Tour Eiffel , et à 2 min à pied du métro.
Suite familiale très agréable et personnel aussi. 
Superbe salle de petit déjeuner au sous sol avec du choix, le pain et les viennoiseries sont très bons. 
Je recommande cet hôtel. 
"
3,10/10 Exceptionnel,Nous avons choisi cet hôtel au dernier moment pour une famille de 4 personnes. Accueil agréable et chambre en rdc avec petite cour intérieure très agréable au calme. La chambre était très spacieuse pour une chambre dans Paris. Quartier très agréable. Petit déjeuner avec du choix et des bons produits dans une salle de caractère. Bref nous avons vraiment apprécié cet hôtel.
4,4/10 Correct,"Hôtel 4 étoiles ???
C'est juste impossible au vu de l'état général de l'hôtel, je pense à deux étoiles maximum.
Par contre, le prix lui était pour un hôtel 4 étoiles, 180€ la nuit pour une chambre mansardée et une salle de bain où je ne pouvais tenir debout pour prendre une douche.
Reveillez-vous hôteliers en RP, vous êtes totalement à la traîne sur le rapport qualité/prix de vos chambres !!!
Sous prétexte que vous êtes à paris intro muros, vous en profiter pour louer des chambres minables.
Moquettes tâchées, boiseries à la limite de l'étanchéité ... Bref une chambre qui doit être refaite de A à Z."
5,8/10 Très bien,"Séjour agréable, personnel sympathique 
L’hôtel nécessite des petites réparations (salle de bain , couloir) sinon tout est ok"
6,10/10 Exceptionnel,"Chambre agréable, et bon petit déjeuné."
7,10/10 Exceptionnel,"Personnel très  aimable,
Salle de bain bien équipée 
Petit-déjeuner copieux
Séjour  très  agréable 
Je recommande "
8,10/10 Exceptionnel,
9,2/10 Médiocre," Bonjour
Pour un 4 étoile la chambre était petite, les toilettes et lavabo étaient toujours bouché 
Les outils et les accessoires pour la chambre était mauvaise état "
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,J'ai eu un très bon accueil et la chambre était nickel ! 
2,4/10 Correct,"Lit pas confortable, pas bouteille d'eau, humidité sur murs"
3,4/10 Correct,"Lit trop mou et bancale. 
Pas d'eau.
Humidité. 
"
4,10/10 Exceptionnel,
5,8/10 Très bien,The place is quite new compared to other hotels and the room was well arranged. I was a bit deceived by the breakfeast that was quite good but with few products and a bit expensive. The other deception is ecological because there is air conditioning in every room.
6,6/10 Bien,"Sejour d'affaire. Hôtel très moyen. Le tarif est beaucoup trop cher pour la prestation proposée.
Les +: metro à proximité, hôtesse acceuillante 
Les gros -: hotel tres bruyant, mal insonorisé, chambre côté rue, on entend tout comme si on y etait.
Les rideaux ne sont pas occultants, ils sont petits par rapport aux tailles des fenêtres. Pour ceux qui ne dorment que dans le noir complet, c'est impossible.
La literie est trés moyenne, limpression de dormir sur un clic-clac.
Je ne recommande pas pour le prix "
7,8/10 Très bien,
8,8/10 Très bien,
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,"Hôtel tout à fait propre et agréable. À l''ancienne, comme je les aime. Bon accueil."
1,10/10 Exceptionnel,
2,8/10 Très bien,"J avais réserve mes 4 nuits à l avance pour bénéficier du tarif hôtel .com afin que cela rentre ds mon budget remboursement frais pro ( 170 euros la nuit ) pour une formation . 
Entre Temps , à cause de la grève du 5 déc , la fin de la formation a été reportée en janvier . J ai donc voulu annuler la dernière nuit dès que je suis arrivée et la reporter en janvier ce qui a été impossible ! Hôtel.com leur a demandé le remboursement et le patron de l hôtel à refusé ! Pas vraiment commercial comme démarche pour un client qui reste plusieurs nuits . Je ne reviendrai pas en janvier . Dommage , hôtel calme et très correct ds quartier sympa . "
3,8/10 Très bien,
4,10/10 Exceptionnel,"L'atmosphère préservée des lieux  ...
Charme et douceur d’un quartier magique.
Délicatesse de l’accueil et du cadre."
5,8/10 Très bien,
6,4/10 Correct,
7,10/10 Exceptionnel,"Accueil agréable vers 9h30 avec un petit déjeuner offert pour 3 personnes au prix de 3 cafés le temps d'attente d'un ami venant nous rejoindre et que la chambre se libère. Durant ce temps nous sommes restés au salon avec des journeaux. La chambres était spatieuse dans un style Louis 16. Belle literie et propreté. Bon petits déjeuners sucrés salés ( œufs brouillés et bacon mais pas de saucisse ni haricots à la tomate, pan cakes au sirop d'érable, jambon cuit mais pas de cru, saucisson, petits fromages frais en portion sans plateau de fromage de terroir, fromage blanc avec fruits frais, compote, céréales et viennoiserie). Jus d'oranges frais à disposition, thés en vrac et café long américain. Pas expresso. 
"
8,8/10 Très bien,
9,10/10 Exceptionnel,"Nous avons adoré cet hôtel, il est très bien situé dans un quartier central et animé,
nous avions une chambre sur cour, certes la vue est réduite mais ce n'était pas important pour nous, nos 2 nuits n'ont pas été dérangées par la rue ni par les voisins d'ailleurs,
le personnel est absolument charmant et avons pu laisser nos valises en attendant notre départ
sans nul doute nous reviendrons"
0,10/10 Exceptionnel,"Personnels accueillants, serviables 
J'ai pu déposé les valises avant."
1,8/10 Très bien,
2,2/10 Médiocre,
3,6/10 Bien,
4,6/10 Bien,
5,4/10 Correct,"247€ Trop cher , lit coincé contre la cloison , moquette tachée, salle de bain: moisissure rideau et carrelage."
6,8/10 Très bien,"Parfait mis à part une connexion téléphonique impossible, seule la wifi fonctionne."
7,10/10 Exceptionnel,
8,8/10 Très bien,
9,4/10 Correct,
0,8/10 Très bien,
1,6/10 Bien,
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,
4,8/10 Très bien,
5,8/10 Très bien,"De passager pour une nuit, hôtel bien situé et de qualité."
6,8/10 Très bien,Un hotel confortable pres de l'Opera Garnier et des centres commercials avec un petit dejeuner complet pour des vacances a Paris
7,10/10 Exceptionnel,
8,8/10 Très bien,
9,10/10 Exceptionnel,Hotel très convenable pour une court séjour ou une soirée spectacle. Mention spéciale pour le minibar compris et l'offres snack offerte en fin de journée et jusqu'au soir. L'ascenseur mériterait un petit lifting mais c'est vraiment pour trouver quelque chose à dire.
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,
2,8/10 Très bien,
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,
6,8/10 Très bien,"
La proximite de la gare montparnasse et ses nombreux restaurants"
7,8/10 Très bien,
8,8/10 Très bien,
9,10/10 Exceptionnel,"Hôtel très propre.
La chambre était spacieuse.
Personnel serviable et agréable."
0,8/10 Très bien,"Reception soir et nuit n a pas soulevé la tete de son telephone... Pour nous regarder
Superbe salle de bain baignoire et douche
Paris oblige chambre moyenne
"
1,10/10 Exceptionnel,Très bien situé et personnel très accueillant et disponible 
2,8/10 Très bien,
3,8/10 Très bien,
4,4/10 Correct,"Chambre très désuète pour le tarif !!!
Rapport qualité prix n est pas correct "
5,8/10 Très bien,RAS
6,8/10 Très bien,
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,Accueil chaleureux du personnel. La chambre était très propre et le lit de bonne qualité. 
9,10/10 Exceptionnel,une excellente literie ! 
0,10/10 Exceptionnel,"Hotel agréable, dépaysant, moderne, un nouveau style

Petite chose a rajouter, le miroir grossisant ..
"
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,Séjour très agréa
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,.
6,10/10 Exceptionnel,
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,We a 2 de visite hôtel tres bien situé proche des magasins et transports
2,10/10 Exceptionnel,
3,8/10 Très bien,"Hôtel agréable, proche de restaurants, métro et déco sympathique"
4,8/10 Très bien,
5,8/10 Très bien,
6,2/10 Médiocre,
7,10/10 Exceptionnel,
8,4/10 Correct,"Accueil agréable mais la chambre a été décevante, la télécommande cassé, prises cassés
Petit déjeuné décevant "
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,Le personnel a ete particulierement attentif et aimable
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,"Personnel avenant, à l'ecoute et efficace.
L'etat decla chambre est impeccable."
4,10/10 Exceptionnel,très bel accueil
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,"Etablissement très bien situé, près de la place St Sulpice, des restaurants, des commerces. Personnel adorable et serviable. Chambre très confortable, literie très confortable. Chambre cosy. Je recommande !"
7,10/10 Exceptionnel,"Le confort, la qualité de service, l’amabilité du personnel.
Proche du centre des lieux à voir cet hôtel est le lieu idéal pour un séjour dans la capitale"
8,10/10 Exceptionnel,
9,8/10 Très bien,"Hotel très cosy, chaleureux, en plein coeur de Paris. Personnel très accueillant et serviable. Les chambres sont belles et calme, literie très confortable. Beaucoup de charme ce petit hotel Parisien !"
0,10/10 Exceptionnel,Rue calme au cœur de saint germain des pres. A deux pas du Louvre et du musée d’Orsay. Ambiance très agréable. Personnel attentif. 
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,"J'ai beaucoup apprécié l'hôtel qui est extrêmement bien situé. C'est le plus beau et agréable quartier de Paris et c'est un hôtel fantastique que je recommande chaudement. Le personnel est très serviable, les chambres très confortables et conformes aux attentes. "
